0.00000;0.00038;0.033333335
0.03333;0.00317;0.033333335
0.06667;0.01322;0.033333335
0.10000;0.03741;0.033333335
0.13333;0.08239;0.033333335
0.16667;0.15266;0.033333335
0.20000;0.24945;0.033333335
0.23333;0.37046;0.033333335
0.26667;0.51026;0.033333335
0.30000;0.66111;0.033333335
0.33333;0.81402;0.033333335
0.36667;0.95984;0.033333335
0.40000;1.09024;0.033333335
0.43333;1.19854;0.033333335
0.46667;1.28016;0.033333335
0.50000;1.33293;0.033333335
0.53333;1.35695;0.033333335
0.56667;1.35443;0.033333335
0.60000;1.32923;0.033333335
0.63333;1.28633;0.033333335
0.66667;1.23132;0.033333335
0.70000;1.16985;0.033333335
0.73333;1.10722;0.033333335
0.76667;1.04798;0.033333335
0.80000;0.99572;0.033333335
0.83333;0.95294;0.033333335
0.86667;0.92103;0.033333335
0.90000;0.90038;0.033333335
0.93333;0.89045;0.033333335
0.96667;0.89004;0.033333335
1.00000;0.89746;0.033333335
1.03333;0.91073;0.033333335
1.06667;0.92783;0.033333335
1.10000;0.94681;0.033333335
1.13333;0.96595;0.033333335
1.16667;0.98382;0.033333335
1.20000;0.99939;0.033333335
1.23333;1.01195;0.033333335
1.26667;1.02119;0.033333335
1.30000;1.02708;0.033333335
1.33333;1.02984;0.033333335
1.36667;1.02990;0.033333335
1.40000;1.02778;0.033333335
1.43333;1.02408;0.033333335
1.46667;1.01938;0.033333335
1.50000;1.01422;0.033333335
1.53333;1.00908;0.033333335
1.56667;1.00434;0.033333335
1.60000;1.00025;0.033333335
1.63333;0.99698;0.033333335
1.66667;0.99461;0.033333335
1.70000;0.99313;0.033333335
1.73333;0.99246;0.033333335
1.76667;0.99247;0.033333335
1.80000;0.99304;0.033333335
1.83333;0.99399;0.033333335
1.86667;0.99519;0.033333335
1.90000;0.99648;0.033333335
1.93333;0.99776;0.033333335
1.96667;0.99893;0.033333335
2.00000;0.99993;0.033333335
2.03333;1.00073;0.033333335
2.06667;1.00130;0.033333335
2.10000;1.00165;0.033333335
2.13333;1.00180;0.033333335
2.16667;1.00179;0.033333335
2.20000;1.00165;0.033333335
2.23333;1.00142;0.033333335
2.26667;1.00114;0.033333335
2.30000;1.00083;0.033333335
2.33333;1.00053;0.033333335
2.36667;1.00025;0.033333335
2.40000;1.00002;0.033333335
2.43333;0.99983;0.033333335
2.46667;0.99970;0.033333335
2.50000;0.99962;0.033333335
2.53333;0.99958;0.033333335
2.56667;0.99959;0.033333335
2.60000;0.99962;0.033333335
2.63333;0.99967;0.033333335
2.66667;0.99974;0.033333335
2.70000;0.99981;0.033333335
2.73333;0.99988;0.033333335
2.76667;0.99994;0.033333335
2.80000;0.99999;0.033333335
2.83333;1.00003;0.033333335
2.86667;1.00006;0.033333335
2.90000;1.00008;0.033333335
2.93333;1.00009;0.033333335
2.96667;1.00009;0.033333335
3.00000;1.00008;0.033333335
3.03333;1.00007;0.033333335
3.06667;1.00006;0.033333335
3.10000;1.00004;0.033333335
3.13333;1.00003;0.033333335
3.16667;1.00001;0.033333335
3.20000;1.00000;0.033333335
3.23333;0.99999;0.033333335
3.26667;0.99998;0.033333335
3.30000;0.99998;0.033333335
3.33333;0.99998;0.033333335
3.36667;0.99998;0.033333335
3.40000;0.99998;0.033333335
3.43333;0.99998;0.033333335
3.46667;0.99998;0.033333335
3.50000;0.99999;0.033333335
3.53333;0.99999;0.033333335
3.56667;0.99999;0.033333335
3.60000;1.00000;0.033333335
3.63333;1.00000;0.033333335
3.66667;1.00000;0.033333335
3.70000;1.00000;0.033333335
3.73333;1.00000;0.033333335
3.76667;1.00000;0.033333335
3.80000;1.00000;0.033333335
3.83333;1.00000;0.033333335
3.86666;1.00000;0.033333335
3.90000;1.00000;0.033333335
3.93333;1.00000;0.033333335
3.96666;1.00000;0.033333335
4.00000;1.00000;0.033333335
4.03333;1.00000;0.033333335
4.06666;1.00000;0.033333335
4.10000;1.00000;0.033333335
4.13333;1.00000;0.033333335
4.16666;1.00000;0.033333335
4.20000;1.00000;0.033333335
4.23333;1.00000;0.033333335
4.26666;1.00000;0.033333335
4.30000;1.00000;0.033333335
4.33333;1.00000;0.033333335
4.36666;1.00000;0.033333335
4.40000;1.00000;0.033333335
4.43333;1.00000;0.033333335
4.46666;1.00000;0.033333335
4.50000;1.00000;0.033333335
4.53333;1.00000;0.033333335
4.56666;1.00000;0.033333335
4.60000;1.00000;0.033333335
4.63333;1.00000;0.033333335
4.66666;1.00000;0.033333335
